id,name,album,album_id,artists,artist_ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,index
4Shbv9t1OjvuviwyZ5qk4g,Shots Fired,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.83,0.67,2,-4.9110000000000005,1,0.291,0.0005,0.0,0.0889,0.435,184.027,170871,4.0,2020,2020-11-19,1128
51lknET3imwwg2J8x1XRG4,Circles,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8590000000000001,0.7709999999999999,6,-8.865,0,0.172,0.0298,0.0,0.355,0.777,111.099,170641,4.0,2020,2020-11-19,1128
5pe5KNxMil6hHKu4DJ0BxO,Sugar Baby,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.905,0.748,7,-5.052,1,0.1989999999999999,0.0168,0.0,0.143,0.6970000000000001,85.053,146869,4.0,2020,2020-11-19,1128
2MLXkXM8MUQoQjotxk2n2x,Body,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.914,0.726,8,-6.183,0,0.259,0.0135,0.0,0.106,0.46,94.044,171067,4.0,2020,2020-11-19,1128
04eAKX0XyiYgC9RTndJi1I,What’s New,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.932,0.8490000000000001,1,-4.876,1,0.344,0.00465,0.0,0.0874,0.7609999999999999,140.009,155090,4.0,2020,2020-11-19,1128
6azUa1ok44qnTLZqhvv9sm,Work That,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8640000000000001,0.708,1,-4.026,1,0.128,0.00414,1.26e-06,0.3,0.366,92.502,134724,4.0,2020,2020-11-19,1128
5L8DTsECtfYCLtnAg9AtPN,Don’t Rock Me To Sleep,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.875,0.746,10,-5.9220000000000015,0,0.0441,0.00983,0.0,0.118,0.64,105.973,183383,4.0,2020,2020-11-19,1128
1CUGdnPqySE1M3sOXkq4rc,Outside,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.861,0.833,2,-2.929,1,0.257,0.0158,0.0,0.0845,0.655,168.03599999999997,151991,4.0,2020,2020-11-19,1128
6FluBKuU5VAFSrWaj0Any6,Girls in the Hood,Good News,7lQouCmPggSsg1972D3TiE,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.825,0.82,6,-3.911,1,0.356,0.00664,0.0,0.0489,0.8540000000000001,179.975,154389,4.0,2020,2020-11-19,1128
3yhhv0VCmKkAWD9ysDLpTE,Shots Fired,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.826,0.655,2,-4.775,1,0.3,0.000761,0.0,0.0841,0.45,184.057,170871,4.0,2020,2020-11-20,1128
08TILUAN56HJoS1d9mNRty,Circles,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8420000000000001,0.789,6,-8.732999999999999,0,0.178,0.0265,0.0,0.355,0.795,111.113,170641,4.0,2020,2020-11-20,1128
2LcqFRq2xBQdSfXBh5IIUk,Sugar Baby,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.905,0.747,7,-4.6930000000000005,1,0.246,0.0229,0.0,0.126,0.6779999999999999,85.00399999999998,146869,4.0,2020,2020-11-20,1128
0A1hoCfMLkiAgvhWkkucJa,Body,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,171067,4.0,2020,2020-11-20,1128
3jRHehB5ulTMKfK5WaqDqc,What’s New,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997,155090,4.0,2020,2020-11-20,1128
1HeAm7PJPUhunseNElZvBj,Work That,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.7559999999999999,0.711,1,-4.051,1,0.242,0.00376,0.0,0.284,0.447,184.93,134724,4.0,2020,2020-11-20,1128
5E2XqswBygKQ8ZXqkJZUj8,Don’t Rock Me To Sleep,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8759999999999999,0.75,10,-5.912000000000001,0,0.0432,0.00932,0.0,0.118,0.653,105.971,183383,4.0,2020,2020-11-20,1128
1ZynYY8BPvWnx7t1EGwrPs,Outside,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8640000000000001,0.841,2,-2.775,1,0.278,0.0242,0.0,0.0748,0.713,168.002,151991,4.0,2020,2020-11-20,1128
7yiSvALPjMrBLDDrbcDRNy,Girls in the Hood,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.821,0.816,6,-3.835,1,0.352,0.0071099999999999,0.0,0.0645,0.797,179.97400000000005,154389,4.0,2020,2020-11-20,1128
3qVNNJ7f9RQeNR4iPIeS0c,Realer,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.934,0.631,1,-3.834,1,0.317,0.127,0.0,0.0955,0.4370000000000001,117.064,149704,4.0,2019,2019-05-17,1128
1hOHLiauos0RROoUxd88mL,Hood Rat Shit,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.871,0.7809999999999999,7,-3.963,1,0.263,0.0812,0.0,0.212,0.7290000000000001,80.018,181231,4.0,2019,2019-05-17,1128
3LUZ87kchRBkosDk7o8ZEf,Pimpin,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8959999999999999,0.688,7,-6.7360000000000015,1,0.344,0.0019199999999999,0.0,0.358,0.75,151.504,203873,4.0,2019,2019-05-17,1128
1lcy01rheR0rAQbw1TWkq9,W.A.B,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.695,0.923,1,-2.085,1,0.345,0.07,0.0,0.1,0.575,163.957,177428,4.0,2019,2019-05-17,1128
1luP1KEaCBIPTQfdW8ITk8,Best You Ever Had,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.726,0.7859999999999999,5,-3.354,0,0.3429999999999999,0.0231,0.0,0.287,0.868,180.903,159934,4.0,2019,2019-05-17,1128
0nWDgFps67oDM01swzHCcC,Shake That,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.949,0.7859999999999999,8,-6.43,1,0.264,0.0008289999999999,0.0,0.3,0.4970000000000001,133.967,172148,4.0,2019,2019-05-17,1128
2I6m7c5IfPR7za6B1im2X7,Money Good,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8290000000000001,0.748,5,-4.626,0,0.43,0.0215,0.0,0.148,0.81,176.953,197954,4.0,2019,2019-05-17,1128
6YS793pqDOuFUJmIOfhJOj,Dance,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.873,0.861,1,-2.73,1,0.2769999999999999,0.0358,2.5e-05,0.166,0.6679999999999999,169.987,176349,4.0,2019,2019-05-17,1128
1BCl2F1YECc7pYMjztGiEi,Ratchet,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.779,0.718,11,-4.749,1,0.235,0.0312,0.0,0.115,0.564,90.023,134048,4.0,2019,2019-05-17,1128
6hbg57wH6SyIDnPzwLeeXc,Sex Talk,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.906,0.763,0,-6.322,1,0.3979999999999999,0.147,0.0,0.107,0.58,139.961,131209,4.0,2019,2019-05-17,1128
4pBwO9kI4RnsydbPb8Z9Mn,Big Drank,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.88,0.8590000000000001,7,-6.202000000000001,1,0.162,0.0115,0.0,0.121,0.8059999999999999,140.014,207773,4.0,2019,2019-05-17,1128
1YU0fHUCpUyxkWqxx9ivHK,Running Up Freestyle,Fever,5WLquTz7nUnsHCj80b6wci,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.917,0.897,10,-2.297,0,0.119,0.00825,0.0,0.239,0.31,92.975,124803,4.0,2019,2019-05-17,1128
3ZUbivwGC13IdQj9b7MzBR,Realer,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.93,0.6559999999999999,1,-3.999,1,0.348,0.119,0.0,0.0893,0.356,116.99,149704,4.0,2019,2019-05-16,1128
3gwt8mHVMVWVnmQE0rcmcu,Hood Rat Shit,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.85,0.759,7,-4.037,1,0.324,0.0798,0.0,0.209,0.636,159.947,181231,4.0,2019,2019-05-16,1128
67qEJECc87jtQPd5Qxqod0,Pimpin,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.887,0.654,1,-6.849,1,0.3389999999999999,0.00203,0.0,0.163,0.727,75.715,203873,4.0,2019,2019-05-16,1128
3vcbDrfUxS6LDeZt5IMZEq,W.A.B,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.675,0.926,10,-2.369,0,0.366,0.0713,0.0,0.0963,0.596,164.00599999999997,177428,4.0,2019,2019-05-16,1128
1hO7noYzgUPozL9BFbLtrW,Best You Ever Had,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.7240000000000001,0.768,5,-3.359,0,0.342,0.0243,0.0,0.268,0.8490000000000001,180.929,159934,4.0,2019,2019-05-16,1128
5aQH5fUDrusoVnK9hTlGle,Shake That,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.949,0.705,8,-6.73,1,0.309,0.00268,0.0,0.196,0.488,133.915,172148,4.0,2019,2019-05-16,1128
4OI4R6vumbac9vrEf9DO5b,Money Good,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.828,0.706,5,-4.703,0,0.419,0.0235,0.0,0.1,0.764,177.053,197954,4.0,2019,2019-05-16,1128
5PMVeCAuUKN2dE2Nw5drDL,Dance,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.875,0.852,0,-2.805,1,0.287,0.0292,3.4899999999999995e-05,0.133,0.6859999999999999,169.96400000000003,176349,4.0,2019,2019-05-16,1128
0lBMXzC93I23RyVZtNH2x9,Ratchet,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.6859999999999999,0.723,11,-4.699,1,0.272,0.0341,0.0,0.0967,0.534,179.972,134048,4.0,2019,2019-05-16,1128
3EytjhJv9bvg2VB76ykayF,Sex Talk,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.906,0.778,1,-6.363,1,0.3989999999999999,0.142,0.0,0.107,0.523,139.916,131209,4.0,2019,2019-05-16,1128
2xkHXKnc8uOWH5WCfFyF6A,Big Drank,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.878,0.861,7,-6.202000000000001,1,0.146,0.0168,0.0,0.115,0.79,140.028,207773,4.0,2019,2019-05-16,1128
2at4id9V0R7JZBCVqMFwPd,Running Up Freestyle,Fever,0Cz1gdsnClO8Mb2brZ5SXO,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.918,0.904,10,-2.371,0,0.125,0.00963,0.0,0.135,0.306,92.996,124858,4.0,2019,2019-05-16,1128
6fTGUS9sJRJZxEhKvNRSN3,Intro- Make It Hot,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.923,0.7509999999999999,1,-9.496,1,0.259,0.015,0.0,0.0468,0.687,130.95,174462,4.0,2017,2017-09-18,1128
1g1AqFNWaX1wf9LzqnyILo,Pull up Late,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.691,0.652,5,-9.434,0,0.126,0.0006259999999999,0.0119,0.723,0.4589999999999999,78.015,237105,4.0,2017,2017-09-18,1128
6bEX50j09qv7LSgEas5gnS,Naturally,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.731,0.591,1,-11.453,1,0.2689999999999999,0.00233,0.0,0.131,0.415,189.147,189500,4.0,2017,2017-09-18,1128
2LBSAsqowvInpgcRXQChkS,Mustard & Mayonaise,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.883,0.496,1,-10.459,1,0.161,0.1,3.81e-05,0.0816,0.481,140.536,168006,4.0,2017,2017-09-18,1128
769KncIWnBJwqWiywXoJ5a,Last Week in H Tx,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8440000000000001,0.6629999999999999,2,-8.855,0,0.182,0.113,0.0,0.109,0.601,102.479,206176,4.0,2017,2017-09-18,1128
6RGyOfpQCDZkzA2nE6F4Pz,Crazy,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8029999999999999,0.601,6,-10.325,0,0.217,0.324,0.0,0.216,0.8190000000000001,124.06,240000,4.0,2017,2017-09-18,1128
4W04yVz5KrfQLTQlRugGVo,Geekin,Make It Hot,1KqDByzl8ka4U4OhcgqLKq,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.828,0.413,1,-11.977,0,0.472,0.00199,0.000183,0.11,0.364,127.038,220157,4.0,2017,2017-09-18,1128
4xxWsPa79AzxsNcYxELIlo,WTF I Want,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.742,0.6920000000000001,11,-7.928,1,0.258,0.00595,0.00261,0.23,0.721,152.059,137111,4.0,2018,2018-12-21,1128
2Xc9MR2NMc5IKPFKaEjt1k,Hot Girl,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.7609999999999999,0.637,10,-5.432,0,0.313,0.000278,0.0,0.251,0.374,185.904,196282,4.0,2018,2018-12-21,1128
2Nzh0LjKLJ4rzxvwkKy8SP,Good At,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8079999999999999,0.6409999999999999,7,-7.402,0,0.0676,0.0152,0.0,0.4589999999999999,0.381,100.489,230647,4.0,2018,2018-12-21,1128
4rd4bY5IzC4AN6NdgYGtWD,Freak Nasty,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.953,0.723,1,-6.437,1,0.248,0.00228,0.0,0.336,0.221,99.969,173799,4.0,2018,2018-12-21,1128
2GbS8QZToLioxL8XMEwX3P,Cognac Queen,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.79,0.7090000000000001,2,-5.806,1,0.2239999999999999,0.0593,0.0,0.0794,0.26,131.079,222752,4.0,2018,2018-12-21,1128
3okaqJH1eGPhhvODhcIHRd,Neva,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.912,0.813,1,-5.774,1,0.285,0.0337,0.0,0.113,0.62,136.077,155341,4.0,2018,2018-12-21,1128
3YEbLhXRDPTtctnb3ddg8g,Big Ole Freak,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.799,0.6990000000000001,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.97899999999996,214851,4.0,2018,2018-12-21,1128
4RjO06903bR59kYRulI1zw,Tina Montana,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.947,0.784,1,-5.442,1,0.271,0.0971,0.0,0.122,0.29,120.027,171377,4.0,2018,2018-12-21,1128
7hdR7gLsPQ6EXGeghibSK3,Cocky Af,Tina Snow,26jEIrN7WSAnVQXXUmLRSN,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.628,0.621,4,-9.585,0,0.356,0.00629,0.0,0.113,0.528,130.016,177377,4.0,2018,2018-12-21,1128
6WbTTAGKrQtCQvmc5BuYfh,Girls in the Hood,Girls in the Hood,0pcFMWHPMVHE25NiT1U6Bc,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.8740000000000001,180.013,154324,4.0,2020,2020-06-26,1128
29HQG5FmpUH5nWwHDF163B,Ain't Equal,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.848,0.847,8,-4.382,1,0.1939999999999999,0.0497,0.0,0.118,0.447,100.022,144047,4.0,2020,2020-03-06,1128
55CHeLEfn5iJ0IIkgaa4si,Savage,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.843,0.741,11,-5.609,1,0.3339999999999999,0.0252,0.0,0.096,0.68,168.983,155497,4.0,2020,2020-03-06,1128
1E3VQQWFQAPJkXfYHjqWoI,Captain Hook,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4.0,2020,2020-03-06,1128
0xDUqQ3gVuhhjZnK9zXHwG,B.I.T.C.H.,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.742,0.731,11,-4.362,0,0.306,0.0851,0.0,0.131,0.547,174.019,183143,4.0,2020,2020-03-06,1128
0fdQue15BjCMA3ov14ubF4,Rich,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.963,0.799,8,-3.1660000000000004,1,0.264,0.0246,0.0,0.0223,0.965,104.016,95852,4.0,2020,2020-03-06,1128
3OxwuE0500Qzobf7uykMzy,Crying In The Car,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.778,0.562,1,-4.949,1,0.0552,0.2319999999999999,0.0,0.0739,0.57,101.958,192142,4.0,2020,2020-03-06,1128
3eD4GBuUVbXrMUa9qIG4BN,What I Need,Suga,6Lo6ylJg4qbFfxicPEOzMI,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.733,0.667,1,-4.655,1,0.0436,0.0209,5.39e-05,0.161,0.569,87.529,200600,4.0,2020,2020-03-06,1128
1QZXH3g6qKrnAgC6jYhLBB,Ain't Equal,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.846,0.8490000000000001,8,-4.508,1,0.19,0.0622,5.489999999999999e-05,0.118,0.363,100.038,144047,4.0,2020,2020-03-05,1128
6Nth4LOPIqBNe7OKzXWeoK,Savage,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.846,0.7290000000000001,11,-5.773,1,0.352,0.0191,0.0,0.0792,0.623,169.00400000000005,155497,4.0,2020,2020-03-05,1128
4c65mUFCSzlLJv7ughOoVZ,Captain Hook,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.8640000000000001,0.633,10,-5.059,0,0.288,0.0137,3.14e-06,0.283,0.498,164.033,176750,4.0,2020,2020-03-05,1128
2IQanlazTtdre4pMohxoxl,B.I.T.C.H.,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.748,0.711,11,-4.365,0,0.301,0.0446,0.0,0.124,0.578,173.949,183143,4.0,2020,2020-03-05,1128
5XSehS2Lle3yHLQYHex7LK,Rich,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.962,0.7829999999999999,8,-3.257,1,0.27,0.0252,0.0,0.0234,0.963,103.981,95852,4.0,2020,2020-03-05,1128
2N7q0XpLQ5KPbPf0cOu1Ce,Crying In The Car,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.782,0.5539999999999999,1,-4.987,1,0.0559999999999999,0.245,0.0,0.0718,0.585,101.986,192142,4.0,2020,2020-03-05,1128
2Hv5Cav2qCAgH1auiNmbFm,What I Need,Suga,55nVJgTbHv0k3Y1u0Spqpl,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.738,0.667,1,-4.646,1,0.0455,0.018,9.72e-05,0.1639999999999999,0.5479999999999999,87.509,200600,4.0,2020,2020-03-05,1128
3FNFhtTqXxO6pHXLHO63Jl,Girls in the Hood,Girls in the Hood,48PJ797sUiEOAhUHTfzVeg,Megan Thee Stallion,['181bsRPaVXVlUKXrxwZfHK'],0.826,0.862,6,-3.21,1,0.3429999999999999,0.00935,0.0,0.0442,0.877,179.93099999999995,154324,4.0,2020,2020-06-26,1128
0PkD6eqx6ulmeitxT4eVdS,Too High,East Side,2eoeG5AYHSwwlm6mGUC9NV,Anna Shoemaker,['3STjhKc10jr3X60mDRpHV4'],0.693,0.517,0,-9.194,1,0.036,0.0098599999999999,0.00132,0.0619,0.7909999999999999,135.991,204907,4.0,2018,2018-09-14,65
5pOoAFlnNslNMgQs3MmREB,East Side,East Side,2eoeG5AYHSwwlm6mGUC9NV,Anna Shoemaker,['3STjhKc10jr3X60mDRpHV4'],0.627,0.231,7,-11.233,1,0.0351,0.701,0.0202,0.145,0.0391,115.835,236067,4.0,2018,2018-09-14,65
3P70bjSXCNgLAdglAMyV0F,What Am I Doing to Me?,East Side,2eoeG5AYHSwwlm6mGUC9NV,Anna Shoemaker,['3STjhKc10jr3X60mDRpHV4'],0.696,0.386,2,-9.131,1,0.0397,0.188,0.000771,0.113,0.3670000000000001,125.912,193440,4.0,2018,2018-09-14,65
1gqADF3e1r2BteHWuTKNbA,Want Something (Say Something),East Side,2eoeG5AYHSwwlm6mGUC9NV,Anna Shoemaker,['3STjhKc10jr3X60mDRpHV4'],0.505,0.396,10,-8.597999999999999,1,0.0606,0.5720000000000001,0.00109,0.106,0.222,131.905,221827,5.0,2018,2018-09-14,65
2pVWm1lUXibGVSGq5KgwH5,Liquor Store,East Side,2eoeG5AYHSwwlm6mGUC9NV,Anna Shoemaker,['3STjhKc10jr3X60mDRpHV4'],0.63,0.5660000000000001,10,-7.7810000000000015,1,0.044,0.0746,0.0647,0.109,0.195,110.9,234533,4.0,2018,2018-09-14,65
0fsY8V5HYaK8KhUeyCiRWt,First Song,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.325,0.253,2,-16.839000000000002,1,0.0384,0.555,0.00349,0.0983,0.4679999999999999,171.965,259880,3.0,2003,2003-10-06,52
2Wdjg5CsQU4QpLN0Sjdkn1,I,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.75,0.3339999999999999,9,-14.184,0,0.0293,0.8029999999999999,0.00236,0.131,0.513,98.241,193147,4.0,2003,2003-10-06,52
5on5yU7r3FX3uhzgM700At,Lull,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.413,0.303,2,-13.907,1,0.0332,0.61,0.00464,0.105,0.347,118.397,309480,4.0,2003,2003-10-06,52
0Dsj7Tg0O3elAwdWvllkyR,Action/Adventure,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.59,0.341,0,-13.39,1,0.0299,0.8440000000000001,0.000147,0.0876,0.387,115.273,244347,4.0,2003,2003-10-06,52
3TCaATRl9Ftz7yIalCzBCo,Untitled 1,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.226,0.208,7,-22.387,1,0.0376,0.259,0.8759999999999999,0.5379999999999999,0.0894,124.905,96693,4.0,2003,2003-10-06,52
5EPGJA8kneQJLd1pypNyKc,Skin,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.568,0.5379999999999999,11,-15.342,0,0.031,0.703,0.316,0.175,0.858,151.5,173587,4.0,2003,2003-10-06,52
5Nox8PHPu2WStLsNKxZtY6,Weather Systems,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.158,0.23,5,-14.899,1,0.0404,0.894,0.099,0.094,0.341,177.45,391293,4.0,2003,2003-10-06,52
56XjYxbCy6jucJEw1hSuqq,Don't Be Scared,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.2239999999999999,0.0455,2,-15.666,1,0.0315,0.7809999999999999,0.000665,0.086,0.152,81.842,220493,4.0,2003,2003-10-06,52
2UKGoyHoaD13S66jFIqA2z,Untitled 2,Weather Systems,6pbQBlmSlGExnIYuvSD7BI,Andrew Bird,['4uSftVc3FPWe6RJuMZNEe9'],0.2289999999999999,0.563,7,-13.833,1,0.042,0.551,0.898,0.0693,0.203,107.308,158120,4.0,2003,2003-10-06,52
